INSTITUIÇÃO;CONTRATO;TIPO PESSOA;DOCUMENTO;FINANCIADO;UF;ULTIMO EVENTO;DATA;HORA;PROTESTO;TAGS;BOLETO Á VENCER;PASTA(AT);PASTA(AT)ABERTA;PASTA(AD);PASTA(AD)ABERTA;HOT;BOM;INDEFINIDO;RUIM;R$ VENCIDAS;R$ VINCENDAS;R$ VENCIDAS + VINCENDAS;DIAS DE ATRASO;PARCELAS ATRASADAS;1º PARCELA;QTDE. PARCELAS RESTANTES;PLANO;DETALHE EVENTO;USÚARIO;BENS;BOLETO GERADO POR;CODIGO PESSOA;TIPO PESSOA.1;MARCA;MODELO;CHASSIS;PLACA;RENAVAM;COR;ANO;COMBUSTIVEL
Lopes;1984563;Física;065.182.493-15;Mariah Sales;RR;Pagamento;2024-01-04;10:30:54;Não;Recente;0;True;False;True;False;True;True;False;False;5989.45;7641.88;14323.57;126;5;2024-09-05;31;B;Placeat ea sed.;rhavi21;Casa;Sistema B;5581343;Jurídica;Viana S.A.;corrupti;1591473439;RGO-2X04;53921357800;Prata;2021;Etanol
Porto S.A.;8294195;Física;047.269.315-80;Maitê Teixeira;SE;Pagamento;2024-04-19;05:15:35;Não;Inadimplente;5;False;False;True;False;False;False;True;True;2301.25;4007.57;234.89;222;10;2024-04-15;4;A;Explicabo pariatur non animi optio.;pimentabruna;Carro;Sistema B;157165;Física;Teixeira;blanditiis;0320224229;YAM-6T43;29777162433;Preto;2006;GNV
Vasconcelos;1167112;Jurídica;406.721.398-04;Miguel Cassiano;TO;Negociação;2024-09-08;01:15:03;Sim;Cliente VIP;5;False;False;False;True;False;True;True;False;805.93;5431.18;17002.56;207;5;2024-05-26;10;C;Ex minus non nihil.;luaracarvalho;Terreno;Sistema B;1498774;Física;Ribeiro Macedo - EI;dolorem;4264110544;CAU-3M25;79944488871;Prata;2010;Diesel
da Mota;8039172;Jurídica;472.918.635-46;Srta. Maria Flor Cavalcanti;PA;Protesto;2024-05-23;10:35:18;Sim;Recente;2;True;False;True;True;True;False;True;False;296.89;5255.89;19503.47;174;0;2024-06-12;44;D;Sed tenetur voluptates voluptas aliquid.;tda-cruz;Carro;Sistema C;9155864;Física;Pereira;iure;7140847108;LAF-9X56;59261263391;Prata;2021;Híbrido
Moreira - ME;1565716;Jurídica;75.402.139/0001-60;Maria Sophia da Cunha;RN;Atraso;2024-04-01;04:48:57;Não;Recente;4;False;False;False;True;True;False;True;False;7137.03;6567.19;3848.59;112;5;2024-01-29;11;D;Tempora voluptates natus corporis minima nulla.;marcela51;Carro;Sistema C;4115994;Jurídica;Cardoso Aparecida - ME;mollitia;5776944068;GJN-6D48;32413672607;Prata;2023;Etanol
Mendonça da Paz S/A;5767376;Jurídica;236.409.175-61;Caio Monteiro;SP;Atraso;2024-07-23;15:15:12;Não;Cliente VIP;1;False;True;False;False;True;False;True;True;1765.04;8836.6;9143.88;81;2;2024-02-22;12;A;Sunt itaque voluptatem ex omnis enim.;albuquerqueigor;Moto;Sistema A;7333173;Física;Souza Guerra - ME;magni;0038994796;GIH-0M24;21562032781;Preto;2000;Etanol
das Neves S.A.;2702535;Física;217.596.384-55;Mathias da Luz;MG;Protesto;2024-02-01;02:26:36;Não;Fidelizado;2;False;True;False;False;True;True;False;True;9038.96;4644.09;11505.86;67;8;2024-04-09;19;C;Quaerat officiis assumenda delectus deleniti rerum.;fernandesmaria-eduarda;Moto;Sistema C;4666710;Jurídica;Silveira S.A.;laborum;0995512323;FOU-8J65;81488539122;Branco;2023;Híbrido
Mendonça;9731317;Física;21.839.675/0001-07;Théo Siqueira;MA;Protesto;2024-05-01;10:19:30;Não;Recente;3;True;True;True;False;False;True;False;False;4677.87;3711.85;5254.44;131;10;2024-05-29;24;C;Possimus aliquid maxime.;araujoliam;Carro;Sistema B;3339084;Física;Araújo;perspiciatis;6340802700;GRT-4C53;04393761621;Vermelho;2002;Híbrido
Gomes;9800623;Física;78.514.329/0001-68;Luiz Henrique Barbosa;MT;Atraso;2024-04-18;20:40:28;Não;Inadimplente;0;False;True;False;True;True;True;True;False;9132.44;4595.91;15238.46;146;2;2024-06-09;50;B;A iure sit nam asperiores fuga.;marcelacamargo;Moto;Sistema A;5591462;Jurídica;Cunha Siqueira S/A;quod;6727272643;GZV-6E22;90258750391;Vermelho;2012;Híbrido
Farias;8544668;Física;13.809.654/0001-02;Calebe Martins;RR;Atraso;2024-05-06;19:55:17;Sim;Inadimplente;3;True;False;True;False;True;False;True;False;6762.89;4752.44;17931.53;170;9;2024-07-13;60;D;Quas quis quod dolorem quis.;maria-clarapacheco;Moto;Sistema C;3484739;Física;Viana da Rosa S/A;quae;2211800787;MFU-8L33;80116526981;Vermelho;2000;Gasolina
Nogueira;4821549;Jurídica;693.742.851-00;Carlos Eduardo Macedo;TO;Atraso;2024-03-20;01:37:45;Não;Inadimplente;5;False;True;False;False;True;False;True;False;7388.18;8852.22;14268.31;317;5;2024-09-16;28;A;Maiores repudiandae eligendi animi.;ryancarvalho;Terreno;Sistema B;2548237;Jurídica;Moreira Camargo S/A;dolorum;4850433734;PIF-2G59;64956219744;Vermelho;2023;Etanol
da Cruz - EI;4805286;Jurídica;238.096.471-87;Dr. Samuel da Conceição;AC;Atraso;2024-07-20;23:19:25;Sim;Fidelizado;3;True;False;False;True;False;False;False;True;127.53;1746.65;4205.67;216;10;2024-09-20;5;B;Repellendus id fugiat omnis vel quis.;arthur-gabrielabreu;Carro;Sistema C;8008765;Jurídica;Rios;itaque;1886322611;UHP-2Q67;98683824682;Vermelho;2016;Etanol
Nogueira;0332537;Física;46.217.950/0001-73;Luísa Correia;TO;Atraso;2024-08-16;06:22:16;Não;Inadimplente;2;True;True;False;False;False;True;False;True;6348.46;2521.99;17610.73;77;0;2024-08-20;34;D;Ut officia ipsum.;da-costamanuela;Moto;Sistema B;1438504;Física;Ferreira S/A;reprehenderit;9824966137;OMX-3G02;55092859426;Vermelho;2022;Diesel
Barbosa S.A.;9854404;Física;58.042.769/0001-52;Dra. Esther Pinto;AC;Protesto;2024-03-30;02:38:14;Sim;Cliente VIP;2;True;True;True;False;False;True;True;False;1213.94;6491.79;13025.42;311;10;2024-01-14;51;A;Itaque atque voluptatem delectus cupiditate.;isisaragao;Casa;Sistema A;9504694;Física;Cunha Aragão e Filhos;neque;8840146223;ASN-2O99;05489271917;Azul;2022;Gasolina
Teixeira;2208026;Jurídica;92.371.806/0001-04;Gael Peixoto;PA;Pagamento;2024-04-30;04:50:17;Não;Cliente VIP;0;False;False;False;True;True;False;True;False;9428.59;4051.78;8241.64;173;7;2024-03-13;38;A;Neque dolorem error.;sophia09;Casa;Sistema C;7106471;Física;Barros;eligendi;6924539384;GCJ-2Q92;41127563763;Vermelho;2009;GNV
Silva S/A;8519754;Jurídica;396.815.074-01;Antony Cassiano;MS;Atraso;2024-08-17;14:30:46;Não;Recente;3;False;True;True;False;False;True;False;False;1923.35;4453.85;9371.36;29;4;2024-07-09;17;A;Quibusdam numquam sed eum autem impedit.;vitor-gabriel61;Casa;Sistema C;322772;Jurídica;Garcia S.A.;dolorem;3794060689;WGF-2F51;90001698024;Branco;2002;Híbrido
Carvalho;8573761;Jurídica;267.813.054-17;Sabrina Rios;BA;Protesto;2024-09-17;05:53:03;Não;Fidelizado;0;True;False;True;True;False;True;False;False;3266.98;9814.49;10004.84;289;8;2024-05-05;28;D;Accusamus consectetur rem autem corrupti.;cavalcantimarcos-vinicius;Moto;Sistema B;7842124;Física;Macedo;neque;5406224970;IKA-5F45;96624899737;Vermelho;2008;Etanol
Ferreira;1359320;Física;152.489.673-09;Lorena Borges;PR;Atraso;2024-01-13;20:39:50;Não;Recente;3;False;False;False;True;True;False;False;False;6530.87;8444.65;17952.17;200;10;2024-02-09;38;B;Voluptatum blanditiis nam odit minus exercitationem.;ana-cecilia73;Carro;Sistema C;2733917;Jurídica;Correia;sequi;3330825079;RAZ-5R97;30275607462;Preto;2011;Diesel
Ferreira;1823431;Física;31.852.976/0001-16;Maysa Souza;MA;Pagamento;2024-09-22;08:28:29;Sim;Inadimplente;1;True;False;True;True;True;True;False;True;1939.76;3516.04;12201.87;2;8;2024-08-13;48;D;Iste voluptas nihil.;ottoferreira;Carro;Sistema C;5510878;Física;Viana;est;6810806071;MDJ-8O99;39252035804;Azul;2006;Gasolina
das Neves;2341728;Física;184.639.520-89;Dra. Maysa Siqueira;ES;Protesto;2024-05-26;10:45:25;Não;Fidelizado;0;True;True;False;False;False;False;False;True;5089.96;6037.56;17082.15;268;2;2024-06-20;13;A;Quidem odio laboriosam possimus tempora impedit.;da-cunhaalexandre;Moto;Sistema C;9926381;Física;Correia Campos S.A.;doloremque;8650753000;XDW-2X65;44885754364;Vermelho;2014;GNV
Silva;4751209;Jurídica;016.823.459-98;Gustavo Henrique Nunes;RO;Protesto;2024-01-29;05:45:58;Sim;Recente;0;True;True;True;False;True;True;False;False;6538.73;7291.05;16954.39;253;3;2024-03-07;36;C;Cumque quibusdam tempore quae.;lmendes;Carro;Sistema A;4271349;Física;Sales;pariatur;9277244299;EWC-7U63;71730104627;Branco;2021;GNV
Araújo;1442672;Jurídica;89.042.517/0001-57;Mathias Câmara;RJ;Pagamento;2024-01-25;03:15:20;Não;Fidelizado;2;True;True;True;False;False;True;False;False;6338.03;1690.97;12228.91;333;4;2024-04-04;28;C;Aspernatur necessitatibus asperiores tempora expedita.;laraujo;Casa;Sistema C;2165026;Jurídica;Melo;facilis;4938002530;BFY-6F36;31487139891;Branco;2002;Gasolina
Viana;3455397;Física;23.087.416/0001-94;Theo Silva;PA;Negociação;2024-09-30;12:23:47;Não;Inadimplente;4;True;True;True;False;True;False;True;False;8291.22;2080.93;14104.7;54;1;2024-05-05;51;D;Sed exercitationem necessitatibus beatae velit dignissimos.;znovaes;Terreno;Sistema C;1993398;Jurídica;das Neves;eaque;2252328913;ONV-8Z99;30578425421;Preto;2022;Diesel
Porto;8224818;Jurídica;916.805.374-66;Lívia Vargas;RS;Negociação;2024-03-10;10:17:51;Sim;Fidelizado;3;True;False;False;True;False;False;True;False;9166.54;5131.16;15563.91;230;9;2024-02-23;47;D;Rem quod eligendi eligendi.;camposgael-henrique;Terreno;Sistema C;7157469;Física;Souza;possimus;1616123517;EHJ-8V50;86361173879;Prata;2018;Gasolina
Mendes;0096986;Jurídica;30.749.185/0001-00;Pedro Henrique das Neves;CE;Negociação;2024-03-11;08:26:01;Não;Recente;1;False;True;False;False;False;True;False;False;2303.52;8063.19;5891.21;352;7;2024-03-07;4;D;Eius fuga quis sed unde.;maria-juliaalves;Carro;Sistema B;7232483;Jurídica;Abreu Dias e Filhos;sed;8380896024;TOI-1T43;03252021112;Branco;2009;Gasolina
Melo Azevedo e Filhos;8147508;Jurídica;59.214.670/0001-53;Luigi Barbosa;PE;Pagamento;2024-09-02;19:15:23;Não;Recente;1;True;True;True;False;True;True;True;True;2215.73;5149.03;7252.51;216;7;2024-06-22;24;B;Libero quia iste recusandae fuga.;clara31;Terreno;Sistema B;9870224;Física;Abreu;error;1446010575;IZO-6Z81;41574234549;Branco;2019;GNV
das Neves - ME;1865016;Física;271.803.695-86;Bárbara Macedo;PI;Pagamento;2024-04-15;22:55:14;Sim;Recente;5;False;False;False;True;True;True;False;False;4027.54;165.93;9153.59;320;3;2024-01-01;28;B;Deserunt sit magnam eius explicabo quisquam.;souzacalebe;Moto;Sistema C;8126578;Física;Cassiano da Cunha Ltda.;qui;5962109186;SYK-9F31;30447020000;Azul;2005;GNV
Albuquerque;6363240;Jurídica;845.230.179-05;Aylla Costa;AM;Pagamento;2024-06-10;14:40:18;Sim;Recente;3;True;True;True;True;False;True;False;False;8403.94;301.19;10993.25;40;7;2024-01-21;39;D;Fugit sed distinctio.;gabrielly87;Carro;Sistema C;2277547;Física;Fonseca Farias - EI;aliquid;7091694887;ONM-2U08;58211860365;Prata;2015;Etanol
Montenegro S.A.;7616151;Física;12.093.485/0001-94;Joana Porto;GO;Protesto;2024-05-23;02:44:00;Não;Inadimplente;0;False;True;False;True;True;False;False;True;8688.7;7695.14;19132.58;234;1;2024-08-18;45;C;Fugiat ipsa doloribus quibusdam.;ppeixoto;Casa;Sistema C;6224243;Jurídica;Azevedo S.A.;officia;3877804059;ZTS-5R60;48057464925;Prata;2002;Diesel
Gomes;7699404;Jurídica;06.345.712/0001-29;Ágatha Fonseca;RO;Atraso;2024-01-07;11:03:44;Não;Inadimplente;1;False;False;False;True;True;True;False;True;7392.99;8043.05;6390.66;195;8;2024-05-15;59;C;Commodi quas fugiat modi quaerat.;lunna34;Terreno;Sistema B;1688480;Física;Alves Fernandes Ltda.;atque;7386494236;NLK-4S08;76985972293;Prata;2016;Diesel
Caldeira e Filhos;5424776;Jurídica;45.870.369/0001-93;João Oliveira;MA;Pagamento;2024-10-04;21:31:10;Sim;Recente;3;True;True;True;True;False;False;False;False;7831.63;6627.42;8283.06;51;9;2024-01-17;28;B;Et voluptates ipsum nihil quas.;eloah83;Carro;Sistema B;6110463;Jurídica;da Costa;labore;4440119772;IDU-9S15;03596816018;Vermelho;2002;Etanol
Porto;7681920;Física;246.538.097-47;Josué Ramos;RJ;Pagamento;2024-07-15;08:48:24;Não;Cliente VIP;3;True;False;True;False;True;False;True;False;273.59;3294.88;2370.94;315;1;2024-05-31;23;C;Aperiam a cupiditate.;ayllada-cunha;Terreno;Sistema A;3937905;Física;Andrade da Conceição - ME;tempore;9384361552;AYP-1B67;03460038575;Branco;2004;Etanol
da Mata Duarte - EI;6309790;Física;621.930.857-30;Hellena Nunes;PB;Pagamento;2024-03-24;15:50:25;Sim;Fidelizado;0;True;False;True;True;True;False;False;False;7997.59;7790.28;7034.78;162;6;2024-01-03;28;D;Nostrum consequatur dolores iure.;dcunha;Moto;Sistema A;4574166;Física;Souza;minus;2916688437;XBI-7T10;71549581974;Azul;2009;Híbrido
Almeida S.A.;5343657;Jurídica;39.760.854/0001-01;Sara Cassiano;MA;Atraso;2024-07-08;07:24:17;Não;Fidelizado;2;False;False;False;True;True;True;False;False;998.4;4797.19;2934.45;43;1;2024-05-14;52;B;Unde aliquam libero assumenda quisquam officia.;da-pazjoao-miguel;Moto;Sistema A;8289855;Jurídica;Nogueira;sint;4767379732;SYJ-8F01;89362240650;Preto;2007;GNV
Costela Correia S.A.;5600766;Física;316.205.798-12;Emilly Aparecida;RO;Atraso;2024-05-08;19:10:31;Sim;Inadimplente;3;False;False;True;False;False;True;False;True;6824.83;336.98;2282.71;239;0;2024-09-10;24;C;Facilis itaque odit est.;tramos;Casa;Sistema B;4898808;Jurídica;Fogaça;explicabo;4458317451;RWP-2G28;51787136271;Prata;2012;GNV
da Mata;5862862;Física;25.763.419/0001-26;Rebeca Garcia;PE;Atraso;2024-05-15;15:09:21;Sim;Cliente VIP;4;False;False;True;False;False;True;True;False;3300.15;9842.13;16197.89;73;1;2024-05-25;2;D;Dolorem quaerat porro eum explicabo temporibus.;novaesluiz-felipe;Terreno;Sistema B;4908706;Jurídica;Cirino;impedit;9364248628;IUS-3H64;80712695527;Azul;2001;GNV
Sales;1344368;Jurídica;69.352.740/0001-93;Valentim Nogueira;RO;Protesto;2024-06-14;23:42:12;Não;Cliente VIP;4;False;True;True;True;True;False;True;False;195.14;2747.37;3121.91;129;1;2024-07-31;49;D;Omnis consequuntur tempora vitae occaecati.;silvaravi;Casa;Sistema A;2854205;Física;Novaes;reiciendis;6414652853;YLK-8Q03;71228820462;Vermelho;2010;GNV
Rezende;6358900;Jurídica;13.674.952/0001-32;Theo Fogaça;RO;Protesto;2024-09-05;18:40:35;Não;Inadimplente;5;False;True;True;False;False;True;False;False;542.21;5342.08;270.29;8;5;2024-04-23;39;D;Nobis praesentium quaerat aperiam.;nathanmoraes;Moto;Sistema C;2222386;Jurídica;Gonçalves Silva - ME;reiciendis;1301910020;JFT-8U42;52861807409;Preto;2007;Etanol
Rodrigues;2830707;Jurídica;86.302.594/0001-00;Benjamim Nunes;RJ;Atraso;2024-06-20;09:00:21;Sim;Recente;5;True;False;True;False;False;True;False;False;7233.38;5554.94;17561.85;194;0;2024-06-16;41;D;Error aliquid modi.;vitor-gabriel35;Carro;Sistema A;792874;Jurídica;Mendes - ME;voluptatem;4481870586;JIA-9F93;31080388454;Vermelho;2022;Etanol
Fonseca;5072841;Física;09.257.861/0001-24;Sr. João Guilherme Ramos;PR;Atraso;2024-04-25;20:46:22;Sim;Recente;0;True;True;True;True;False;False;False;True;1149.93;7344.79;13319.56;126;3;2024-03-28;50;B;Laborum recusandae ipsum.;mmelo;Carro;Sistema C;3796046;Jurídica;Pimenta;odio;9073311067;ERE-6M17;62834980148;Branco;2012;Gasolina
da Paz;8008129;Física;47.150.389/0001-15;Julia Cassiano;AP;Atraso;2024-03-21;08:54:45;Não;Fidelizado;3;True;False;True;True;False;True;True;True;3425.68;5801.22;11449.87;301;1;2024-10-06;1;B;Dicta earum accusamus perferendis unde perspiciatis.;emanuellycirino;Moto;Sistema A;8106853;Jurídica;Pimenta Ltda.;non;5226421513;SQJ-8F57;73663460068;Preto;2019;GNV
Pacheco S/A;9441245;Física;05.714.869/0001-11;Rebeca Casa Grande;BA;Protesto;2024-06-13;08:53:17;Não;Cliente VIP;5;False;False;False;False;True;True;False;True;1261.01;9289.35;8261.12;150;5;2024-09-13;24;C;Explicabo quod ad deleniti autem.;guilhermemelo;Moto;Sistema C;2641367;Jurídica;Fogaça;saepe;4831720420;FXV-3T87;72710734454;Vermelho;2007;GNV
Farias;7763075;Física;41.720.953/0001-01;Sophie Ramos;MA;Negociação;2024-01-13;01:40:12;Não;Recente;1;False;True;True;True;False;True;True;False;4481.89;9212.54;281.86;349;0;2024-08-30;4;A;Quaerat nesciunt adipisci repudiandae incidunt.;joao-pedro44;Casa;Sistema A;5804104;Jurídica;Mendonça;possimus;7794642802;OCL-4J53;96835888283;Prata;2020;GNV
Albuquerque - EI;6180096;Física;078.695.421-30;Sra. Emanuella Lima;GO;Pagamento;2024-05-13;15:19:50;Sim;Fidelizado;4;True;False;True;False;True;False;True;False;2860.65;745.55;14245.32;68;8;2024-02-06;49;D;Voluptatum quibusdam nobis dolore quos optio.;luizafreitas;Terreno;Sistema C;4164933;Jurídica;Siqueira;facere;9917855819;OBE-6W32;85152344295;Azul;2013;Etanol
Leão;5615187;Física;026.349.815-89;Caleb Oliveira;PA;Atraso;2024-01-21;15:37:15;Sim;Recente;1;False;True;False;True;False;True;False;True;9778.21;8567.85;463.77;88;0;2024-05-27;45;A;Alias voluptatem eos eligendi nostrum.;nogueiravitoria;Carro;Sistema C;9027552;Física;Vasconcelos da Mata S.A.;reiciendis;4539031258;IDT-1W91;70528225739;Prata;2018;Etanol
Teixeira;2515582;Física;05.892.613/0001-02;Ana Júlia Cirino;PE;Negociação;2024-08-10;23:43:37;Não;Cliente VIP;0;True;False;False;True;False;False;False;True;9221.85;9884.53;2576.6;289;7;2024-02-24;10;A;Ea maiores eius rerum.;osouza;Carro;Sistema C;5359455;Física;Cassiano Lima - EI;itaque;9028283789;VYR-6W11;43831833989;Preto;2013;Gasolina
da Paz;2637023;Jurídica;39.864.207/0001-40;Gabrielly Pacheco;AP;Protesto;2024-09-20;00:44:31;Não;Fidelizado;5;False;False;True;True;False;False;True;False;9129.93;3539.34;6238.72;337;2;2024-02-25;4;B;Quisquam odit odio et perspiciatis.;samaria-luiza;Casa;Sistema B;6328914;Física;Pacheco;dignissimos;7765572643;WFN-8Q24;11525945308;Azul;2008;Diesel
Cardoso;6595536;Física;96.301.825/0001-15;Paulo Vargas;MG;Atraso;2024-08-20;23:42:29;Sim;Cliente VIP;3;False;False;False;True;False;True;True;False;8846.22;5705.93;18355.14;246;1;2024-01-26;33;B;Dignissimos quia similique nostrum provident doloremque.;ravysilveira;Moto;Sistema C;9441757;Jurídica;Pereira;doloribus;4588384163;JXN-5T01;10955571946;Prata;2020;Etanol
Rezende Nunes S.A.;4815758;Jurídica;507.841.362-62;Leandro Castro;PR;Pagamento;2024-01-02;22:26:23;Sim;Inadimplente;5;False;False;False;False;True;False;False;True;6804.6;7499.26;6727.58;133;9;2024-06-13;48;C;Sunt doloremque id perspiciatis perferendis.;noahnascimento;Carro;Sistema B;4231857;Física;Castro S.A.;a;0959365749;MWQ-0C84;79095453449;Branco;2012;Gasolina
Pereira;5504119;Jurídica;35.168.720/0001-45;Sr. Luiz Miguel Vasconcelos;AC;Atraso;2024-06-28;11:53:51;Não;Fidelizado;2;True;True;False;True;True;True;False;True;702.69;5486.94;18004.11;148;7;2024-06-21;30;A;Iure inventore earum.;dcasa-grande;Carro;Sistema B;8603979;Física;Peixoto S.A.;architecto;3426019294;OYZ-9N03;50713643810;Branco;2001;Gasolina
Camargo - ME;5924503;Física;42.183.076/0001-40;Maria Laura Garcia;PA;Negociação;2024-09-04;09:13:59;Não;Recente;4;True;True;True;False;True;True;False;True;5258.34;6030.47;18366.4;265;8;2024-03-31;6;D;Suscipit ea laudantium voluptas beatae quae.;hadassasilveira;Carro;Sistema B;2369157;Física;Siqueira;reiciendis;0189256430;EID-1A96;64829912286;Branco;2005;GNV
Guerra;3771740;Jurídica;79.038.516/0001-85;Eloá Ribeiro;PA;Atraso;2024-01-21;17:18:11;Sim;Recente;4;True;False;True;False;True;False;False;True;451.01;1654.31;12564.46;315;8;2024-02-22;11;D;Officia omnis voluptatibus vitae.;vianagael;Carro;Sistema C;2909051;Física;Cavalcante S.A.;veritatis;1626523294;DOJ-1V80;41779546033;Azul;2010;Gasolina
Borges das Neves - ME;9548880;Física;47.218.065/0001-71;Sra. Aylla Abreu;AM;Pagamento;2024-06-04;18:02:33;Não;Inadimplente;2;True;True;False;False;False;True;False;True;4077.91;6471.37;1928.12;294;1;2024-04-16;46;D;Nesciunt expedita odio nobis quam optio.;rrodrigues;Terreno;Sistema B;7332053;Jurídica;Barros;ea;3040420520;OJI-0L97;58902487677;Preto;2011;Gasolina
Azevedo - EI;3223105;Física;259.703.618-95;Olivia Garcia;PA;Protesto;2024-02-13;08:11:59;Sim;Fidelizado;1;True;True;True;True;True;True;False;True;7896.94;1885.76;6025.75;192;3;2024-03-18;40;B;Molestiae quod at.;alananascimento;Casa;Sistema B;3296343;Física;Ferreira;molestiae;6711906104;WKZ-6I14;72783713269;Vermelho;2007;Etanol
Campos;9658587;Jurídica;50.149.682/0001-77;Natália Carvalho;PB;Pagamento;2024-03-19;01:02:24;Sim;Fidelizado;5;True;True;True;False;False;True;True;True;9016.95;6413.63;11198.33;319;2;2024-02-03;39;D;Tenetur veritatis suscipit pariatur asperiores vero.;fpereira;Terreno;Sistema A;2359271;Física;Silveira Porto - ME;ipsum;1141443301;MTN-2S41;62463981246;Branco;2021;Diesel
da Cunha Fogaça S/A;4271187;Física;834.270.961-22;Ryan Almeida;PA;Atraso;2024-06-25;04:05:20;Não;Fidelizado;5;False;True;False;True;False;True;False;False;7971.77;9454.25;9230.13;90;10;2024-03-02;40;C;Sequi dignissimos tenetur quia in.;araujoluiza;Moto;Sistema C;5549272;Jurídica;Gonçalves;dolorem;3235140027;YVH-6I06;25398119266;Azul;2006;Diesel
Rodrigues S.A.;3346192;Física;68.420.379/0001-22;Liz Cassiano;PR;Atraso;2024-05-16;10:52:19;Sim;Inadimplente;2;False;False;False;True;False;False;False;True;6896.29;6389.14;5974.23;88;0;2024-05-31;45;B;Sapiente dolores cumque.;qpires;Casa;Sistema C;2556664;Jurídica;da Luz e Filhos;officiis;7001819865;KXX-6F72;39682466467;Vermelho;2001;Híbrido
Moreira Jesus Ltda.;3059145;Física;486.532.790-83;Maitê Moura;DF;Pagamento;2024-03-01;02:36:31;Não;Fidelizado;3;True;True;False;False;True;False;False;False;8659.65;7881.17;4663.1;227;8;2024-08-04;17;B;Distinctio id officia earum cum id.;portotheo;Terreno;Sistema C;6192501;Física;Nunes - EI;nisi;9042040637;NDY-8G90;47060393591;Branco;2007;GNV
Monteiro;3255715;Jurídica;04.873.952/0001-70;Clara Sales;AL;Pagamento;2024-03-15;03:06:53;Não;Cliente VIP;0;False;True;True;False;True;True;False;True;9227.9;7585.0;5930.87;84;10;2024-01-12;52;B;Exercitationem quisquam iusto corporis minus.;hsiqueira;Casa;Sistema B;1220157;Jurídica;Jesus e Filhos;architecto;1191387307;RRU-6N86;71743633061;Branco;2000;Etanol
Silva Cunha Ltda.;2178512;Jurídica;70.419.865/0001-72;Pedro Miguel Nunes;MA;Pagamento;2024-01-18;10:47:00;Não;Cliente VIP;2;False;True;True;True;True;False;False;False;8460.6;1843.46;14480.41;246;9;2024-05-01;17;D;Ipsam ut natus cupiditate.;zoeguerra;Moto;Sistema B;4911954;Jurídica;Cardoso S.A.;facilis;7074089219;FLP-9Q15;90571122418;Branco;2011;Etanol
